name,credentials,category,description,city,zip,online,state,url,type
"Womens Life-Skills Coaching Group","Marriage & Family Therapist, LMFT","cognitive-behavioral-cbt","Our Group is based on Four Concepts: Awareness, A new way of seeing things, shifting our perception.   Clarity: having specific insights goals and objectives.  Motivation, having the energy and the excitement to execute the goals.  Confidence, having the power within to apply the goals.","Beverly Hills","90210","no","CA","https://www.psychologytoday.com/us/groups/womens-life-skills-coaching-group-beverly-hills-ca/268452","group"
"Sexual Integrity for Men","Psychologist, PsyD, QME, Author","cognitive-behavioral-cbt","Weekly intensive group therapy focused on living with sexual integrity. Each session is 50 minutes and is conducted via Zoom. Topics discussed include infidelity, porn/lust, risky sexual behaviors, and other unwanted behaviors. This is a safe space for men to take off their “mask,” practice honesty/vulnerability, develop an accountability network, and learn from others on the same journey. During the sessions, we share our struggles and successes. We develop solutions for difficult situations. W","Pasadena","91106","no","CA","https://www.psychologytoday.com/us/groups/sexual-integrity-for-men-pasadena-ca/279404","group"
"Adult DBT Skills Training Group","Marriage & Family Therapist","dialectical-dbt","group is to help you change actions, emotions, thoughts, and communication styles that cause problems in your life. In 15 weeks, we cover four modules: Core Mindfulness, Distress Tolerance, Emotion Regulation and Interpersonal Effectiveness. I follow a format, developed from clinical research trials, that has evidence demonstrating its ability to help clients have a higher quality of life.","Long Beach","90814","no","CA","https://www.psychologytoday.com/us/groups/adult-dbt-skills-training-group-long-beach-ca/171761","group"
"Adult DBT Skills Training Group","Marriage & Family Therapist, MA, LMFT","dialectical-dbt","Skills is to help enhance a client’s capabilities. Focus is on problematic behaviors that might provide temporary relief and often are not effective in the long-term. Clients are asked to make a one-month financial commitment in order to join the group. An initial assessment is required.","Long Beach","90814","no","CA","https://www.psychologytoday.com/us/groups/adult-dbt-skills-training-group-long-beach-ca/154569","group"
"Dialectical Behavioral Therapy (DBT)","Clinical Social Work/Therapist, LCSW","dialectical-dbt","Zoom group; client’s may remain anonymous if desired. An excellent group for everyone to sharpen skills in emotion regulation, distress tolerance, interpersonal relationships, and core mindfulness.","Long Beach","90802","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavioral-therapy-dbt-long-beach-ca/171838","group"
"Adult DBT Skills Training","Marriage & Family Therapist, MA, LMFT, LPCC","dialectical-dbt","Skills is to help enhance a client’s capabilities. Focus is on problematic behaviors that might provide temporary relief and often are not effective in the long-term. Clients are asked to make a one-month financial commitment in order to join the group. An initial assessment is required.","Long Beach","90814","no","CA","https://www.psychologytoday.com/us/groups/adult-dbt-skills-training-long-beach-ca/174503","group"
"Diabetes Prevention Program Group (Online -1 Hour)","Clinical Social Work/Therapist, MCPSS, MBA, MSW, LCSW, CHW","dialectical-dbt","Diabetes Prevention Program (DPP) Group: A group focused on diabetes prevention and healthy lifestyle changes, led by CHWs to support participants with guidance on nutrition, physical activity, and ongoing motivation. Free for Medi-Cal Members!","Long Beach","90802","no","CA","https://www.psychologytoday.com/us/groups/diabetes-prevention-program-group-online-1-hour-long-beach-ca/255989","group"
"Dialectical Behavioral Therapy","Clinical Social Work/Therapist","dialectical-dbt","","Long Beach","90802","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavioral-therapy-long-beach-ca/174377","group"
"Dialectical Behavioral Therapy","Clinical Social Work/Therapist, LCSW","dialectical-dbt","Zoom group; client’s may remain anonymous if desired.  An excellent group for everyone to sharpen skills in emotion regulation, distress tolerance, interpersonal relationships, and core mindfulness.","Manhattan Beach","90266","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavioral-therapy-manhattan-beach-ca/171944","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Associate Clinical Social Worker, EMDR, DBT, IFS","dialectical-dbt",") offers structured support for emotional regulation, stress coping, and improved relationships in individuals struggling with various issues, including depression, anxiety, trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning","Santa Ana","92701","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-santa-ana-ca/270903","group"
"DBT Distress Tolerance Virtual Group","Marriage & Family Therapist, MS, LMFT","dialectical-dbt","This is a 6 weeks virtual group, emphasizing the benefits of learning to bear emotional pain skillfully. The 6 topics rotated through approximately every one and half month. This is an open enrollment therefore, members can join on any Thursday of the week at 6:30 pm and welcome to return on an as needed basis for an ongoing support in successful application of skills, goal setting, accountability and material review. Although we introduce a new topic each week, we will consistently include the ","Irvine","92612","no","CA","https://www.psychologytoday.com/us/groups/dbt-distress-tolerance-virtual-group-irvine-ca/182762","group"
"ADHD - Supporting Parents with Neurodivergent Kids","Marriage & Family Therapist Associate, MA, AMFT, CPC, CAMS-1","dialectical-dbt","Parenting a neurodivergent child can be rewarding, exhausting, and overwhelming all at once. Whether your child has ADHD, autism, or other neurodevelopmental differences, I provide practical, compassionate support to help you better understand your child, strengthen your relationship, reduce conflict, and build effective strategies for home and school. Together, we'll focus on your child's strengths while helping you respond with confidence, consistency, and connection—so your family can thrive,","Burbank","91502","no","CA","https://www.psychologytoday.com/us/groups/adhd-supporting-parents-with-neurodivergent-kids-burbank-ca/268153","group"
"MotherCircle: Support for Postpartum & Beyond","Marriage & Family Therapist Associate, EMDR","parenting","MotherCircle is an in-person, 8-week series, a sacred space for mothers of all stages (*not* just new moms) who want to have deeper conversations about motherhood in the presence of  supportive community.  MotherCircle particularly fills the gap for you, as a mother who didn't yet know you wanted or needed a postpartum support group, and have now aged out of those offerings. We use inner reflection, journaling, somatic and breathing exercises, and sharing in dyads and groups to deepen into conne","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/mothercircle-support-for-postpartum-beyond-oakland-ca/251002","group"
"Support Group for New/First Time Dads","Marriage & Family Therapist, MA, LMFT","parenting","The impact of bringing a child into the world can be challenging to navigate, but as fathers we can strengthen one another. In this group we will be looking at our own experiences in childhood and what was modeled by our","Oakland","94606","no","CA","https://www.psychologytoday.com/us/groups/support-group-for-newfirst-time-dads-oakland-ca/227908","group"
"Parenting through the College Application Process","Clinical Social Work/Therapist, LCSW","parenting","during the stressful period of their child's college application process. It will provide both support and information about your role and how to best help your child. It will provide guidance about when to intervene, how to keep appropriate boundaries and when you need to provide assistance for your child. It's helpful to have a weekly structure to help address your concerns and anxiety so your child does not need to be burdened by this during their own time of academic stress and emotional cha","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/parenting-through-the-college-application-process-oakland-ca/24500","group"
"Single Parent Support Group","Pre-Licensed Professional","parenting","by choice, you are welcome to join this supportive therapy group. Sessions will alternate between virtual and in-person at East Bay Birth Collective. This group offers community building, validation, psychoeducation, and a safe container to scream into the void. Please fill out the interest form to get started: https://forms.gle/42FsQUbwwUH3PGASA","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/single-parent-support-group-oakland-ca/280263","group"
"The Conscious Mom Reset","Marriage & Family Therapist, MA, LMFT","parenting","As a mom, you're likely the center of the household.  You're constantly responding to your family's needs, big and small.  But when you're so busy caring for others, it's hard to find the perspective to look at the big picture of your own life. You know that things could be better, but you're confused about the what, irritated by the how, and overwhelmed by the when.  This workshop helps you get back in sync. You'll be guided through discussion and exercises with moms who are ready to connect wi","Oakland","94601","no","CA","https://www.psychologytoday.com/us/groups/the-conscious-mom-reset-oakland-ca/118578","group"
"Parents of Transgender Teens/Young Adults","Marriage & Family Therapist, LMFT","parenting","of transgender teens and young adults. Come together in all the stages of understanding and acceptance, grief and loss, ally ship and celebration. Share complex feelings, stories and wisdom in an environment of love and support. Next meeting is May 26, 2024.","Oakland","94619","no","CA","https://www.psychologytoday.com/us/groups/parents-of-transgender-teensyoung-adults-oakland-ca/243796","group"
"Parents of Children with Special Needs","Psychologist, PhD","parenting","babies and children with special needs? Whether your child was born prematurely, with medical needs or developmental or genetic challenges, you are welcome here. If you are interested, please contact me to find out when the next group will be starting. We need a minimum of five","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/parents-of-children-with-special-needs-oakland-ca/163962","group"
"Hand in Hand Parenting Foundations Course","Marriage & Family Therapist, MA, MFT","parenting","Learn the 5 Hand in Hand Listening tools and how to apply them in your own family and in therapy with children in these interactive and small classes.  More info here: sfbayplaytherapy.com/","Oakland","94610","no","CA","https://www.psychologytoday.com/us/groups/hand-in-hand-parenting-foundations-course-oakland-ca/47242","group"
"support group for parents of teens in crisis","Marriage & Family Therapist, LMFT","parenting","and caregivers of teenagers (ages 13-19) who are currently experiencing or recently experienced a mental health crisis. This includes caregivers of teens that are currently in a higher level of care program (inpatient, residential, partial hospitalization, intensive outpatient) or were recently in a program. The purpose of this group is to help","Berkeley","94710","no","CA","https://www.psychologytoday.com/us/groups/support-group-for-parents-of-teens-in-crisis-berkeley-ca/244093","group"
"Emotional Support Through Divorce","Marriage & Family Therapist, MA, LMFT","parenting","The complex process of divorce can leave you feeling lost, overwhelmed, or questioning everything you thought you knew about your life. It can also be incredibly lonely. Whether you’re grieving, angry, relieved, or feeling all of those things at once, you deserve a place where you don’t have to explain or hide what you’re experiencing. In this therapist-led online support group, we’ll create a warm, thoughtful, supportive community where you can talk openly, grieve openly, feel understood, and b","Walnut Creek","94597","no","CA","https://www.psychologytoday.com/us/groups/emotional-support-through-divorce-walnut-creek-ca/290401","group"
"H.S. Teen Art Therapy Group","Art Therapist, MPS, ATR-BC, LCAT, ATCS","adhd","The Teen Art Therapy group is for girls, genderqueer, non-binary, and trans teens  in High School between the ages of 14-18.  This art therapy group integrates therapeutic art making, journaling, and talk therapy and focuses on self esteem, social skills, transitions, relationships, body image, identity, and managing stress and symptoms such as anxiety and depression. (For 18 year olds who are no longer in high school, we have a young adult group.) Sundays 5:30-7:00pm $80 / 90 min session. Facil","Oakland","94610","no","CA","https://www.psychologytoday.com/us/groups/hs-teen-art-therapy-group-oakland-ca/150590","group"
"Private Practice of Suzanne M. Adams, PhD","Psychologist, PhD","adhd","As the founder and owner of my private practice, I provide individual therapy to adults and seasoned adults. I also employ two seasoned and talented associates, who provide therapy to a diverse array of people. Collectively, we work with teens, young adults, adults and older adults in both individual and couples therapy. For more information about our specialities and approaches, you can read more about our work at: www.suzannemadamsphd.com","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/private-practice-of-suzanne-m-adams-phd-oakland-ca/239547","group"
"Middle School Art Therapy Group","Art Therapist, MPS, ATR-BC, LCAT, ATCS","adhd","The Middle School Art Therapy Group is for individuals ages 11-14 currently in middle school. This group is for girls, genderqueer, non-binary, and trans youth.  This art therapy group integrates therapeutic art making,  journaling and talk therapy and focuses on emotion expression, coping skills, self esteem, social relationships, body image, identity, neurodivergence, gender & sexuality, transitions, and managing stress and symptoms such as anxiety and depression. Facilitated by Lauren Chester","Oakland","94610","no","CA","https://www.psychologytoday.com/us/groups/middle-school-art-therapy-group-oakland-ca/257944","group"
"CBT Group for Adults with ADHD, All Types","Marriage & Family Therapist, MA, MFT","adhd","and similar neurocognitive diagnoses that affect executive functioning in daily life.  This structured, interactive group approach is research-validated. 12 2-hour meetings online currently.","Mill Valley","94941","no","CA","https://www.psychologytoday.com/us/groups/cbt-group-for-adults-with-adhd-all-types-mill-valley-ca/67840","group"
"ADHD parenting playbook","Marriage & Family Therapist Associate, MS, AMFT","adhd","teaches practical tools to reduce power struggles, improve follow-through, manage big emotions, and build positive behavior at home. Each week focuses on a new skill, and parents can join anytime. Private pay option and or Insurance billing can be provided.","Walnut Creek","94596","no","CA","https://www.psychologytoday.com/us/groups/adhd-parenting-playbook/286201","group"
"Small Group Ketamine-Assisted Therapy Intensive","Clinical Social Work/Therapist, LCSW, CCPT-II","anxiety","Instead of just thinking or talking about what happened, these methods help you feel and release what's been stuck, whether it's","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/small-group-ketamine-assisted-therapy-intensive-oakland-ca/277802","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Marriage & Family Therapist, LMFT, EMDR","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-oakland-ca/266233","group"
"6-Week Women’s Anxiety Skill Group (Morning)","Clinical Social Work/Therapist, LCSW","anxiety","Skill Group  Starts October 5, 2026. This group is live via Zoom.  Are you constantly trapped in ""what-if"" loops or carrying physical stress? Join a supportive, non judgmental and structured group for women (Ages 25+) to learn evidence-based CBT, DBT, and somatic grounding tools to quiet","Oakland","94612","no","CA","https://www.psychologytoday.com/us/groups/6-week-womens-anxiety-skill-group-morning-oakland-ca/292571","group"
"Anger Management: Opening Doors to Change","Marriage & Family Therapist, MA, LMFT","anxiety","NOTE:  AT THIS TIME, I'M NOT OFFERING A GROUP BUT MAY BE OFFERING IT IN THE FUTURE.  Recognize how and why your anger gets triggered and out of control.  Identify feelings and underlying emotions.  Interrupt the cycle before it causes damage.  Learn and apply skills and tools and learn to express important feelings more effectively and safely.  Find the motivation to choose healthy outlets.","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/anger-management-opening-doors-to-change-oakland-ca/67570","group"
"Build Confidence, Find Companionship","Marriage & Family Therapist, MFT, RDT","anxiety","Hello shy introvert! Do you have an Inner Critic that won’t quit?  From morning to night, that critical voice in your head says things like, “what’s wrong with me?” &  “I’m going to disappoint everyone!” Our dating & social","Oakland","94612","no","CA","https://www.psychologytoday.com/us/groups/build-confidence-find-companionship-oakland-ca/189364","group"
"Anxiety and Depression Support Group","Psychologist, PsyD","anxiety","or trauma related symptoms.  This 60 minute group offers supportive group processing and skills training based on various modalities, including DBT (Dialectical Behavioral Therapy), CBT (Cognitive Behavior Therapy) and ACT (Acceptance and Commitment Therapy) Skills.  Group members are encouraged to provide support and compassion to one another to provide a safe, healing environment.","Oakland","94602","no","CA","https://www.psychologytoday.com/us/groups/anxiety-and-depression-support-group-oakland-ca/173744","group"
"Childhood Trauma Processing Group","Counselor, LPCC","anxiety","Childhood trauma is defined as an event or events experienced by a child that is emotionally painful, frightening, or distressful, which can often lead to lasting mental and physical effects. Symptoms of childhood trauma in adults can include but are not limited to anger, depression, emotional outbursts, addiction, low self-esteem, and social disconnectedness. This group is for adult survivors of  (childhood) physical, sexual, and or emotional abuse. The purpose of the group is to provide an ope","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-oakland-ca/222660","group"
"Brainspotting Group- Healing Trauma and Anxiety","Associate Clinical Social Worker, IFS, DBT, EMDR","anxiety",", depression, relationship issues, avoidance, nightmares, and flashbacks. Using Brainspotting, a somatic therapy that targets where trauma is stored in the brain, you’ll process deep emotional pain that talk therapy often can’t reach. Each session blends psychoeducation, group discussions, and Brainspotting exercises to help alleviate trauma symptoms and activate the brain’s natural healing abilities. Connect with others on a similar journey, share experiences, and work through challenges in a s","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/brainspotting-group-healing-trauma-and-anxiety-oakland-ca/252664","group"
"Attorney Therapy Group","Marriage & Family Therapist, JD, MA, LMFT","anxiety","Group therapy can serve as an adjunct to ongoing individual psychotherapy or can serve to provide ongoing, bi-weekly support to attorneys who perhaps are more approaching the “maintenance” phase of therapy. The group experience can also serve as an invaluable “sounding board” on a bi-weekly basis to help attorneys work through ongoing frustrations and challenges in an optimally safe and embracing environment.","Oakland","94612","no","CA","https://www.psychologytoday.com/us/groups/attorney-therapy-group-oakland-ca/225023","group"
"Beauty and Balance From Within","Marriage & Family Therapist, MA, LMFT","anxiety","A group for women to learn and practice somatic exercises.  Unprocessed emotions are stored in our body and show up in our facial expressions, our posture and through our energy.  I lead somatic techniques to release daily stressors and help you tune into your innerworld to better address your feelings and needs, freeing you up to engage more fully in your life.  Groups consist of some talking, mild to moderate stretching and guided visualizations, as well as reflections. Who: women. When: 1x/mo","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/beauty-and-balance-from-within-oakland-ca/273004","group"
"Childhood Trauma Processing Group","Clinical Social Work/Therapist, LCSW, EMDR, IFS","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-oakland-ca/266279","group"
"Group Process for High Schoolers","Marriage & Family Therapist, MA, LMFT","anxiety","Conscious self- development begins in adolescence. Teenagers experience a huge amount of pressure from school, friends, and society. Most kids in high school become overwhelmed by this at some point- they often struggle with balancing their academic load with social and personal needs. This group focuses on high school social dynamics, academic pressure, and the transitions between grade levels, including moving out of the childhood home. Members have a space to vent and connect with other kids ","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/group-process-for-high-schoolers-oakland-ca/216772","group"
"Mindfulness for Women of Color","Marriage & Family Therapist, MFT","anxiety","Women of Color: Learn mindfulness skills to help you increase your calm, sense of peace and comfort within yourself, and to lessen your overwhelm.  A six week  online course with lessons delivered by email, then followed up with live online group meetings for support and practice. Create your own personal self care plan, develop a sense of self compassion and offer accountability to yourself and to others. Starts September 2019.   See Signature Mindfulness Course on website.","Oakland","94602","no","CA","https://www.psychologytoday.com/us/groups/mindfulness-for-women-of-color-oakland-ca/95692","group"
"Re-Source:Practical Support for Navigating Anxiety","Marriage & Family Therapist, MFT","anxiety",". If you are feeling overwhelmed, fearful, alone and unsure about what to do, this is an opportunity to find refuge and cultivate practical tools for navigating high levels of stress and uncertainty. The group will incorporate meditation, psycho-education and breathwork to help facilitate more resilience in your every day life.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/re-sourcepractical-support-for-navigating-anxiety-oakland-ca/40516","group"
"Self-Healing & Empowerment (SHE) Group for Blk Wmn","Marriage & Family Therapist, MA, LMFT","anxiety","Society continues to approach & respond to womxn as if we're the caretakers of the world, including in the workplace. And whew, this can feel overwhelming! Black womxn tend to struggle with psychological burdens that result from feeling different from others and undervalued due to race and gender, while also grappling with emotional labor that many womxn face in their lives. This group is intended to provide a sense of belonging, support, and lastly, offer therapeutic tools. 6-Week Group begins ","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/self-healing-empowerment-she-group-for-blk-wmn-oakland-ca/147861","group"
"Women's Mind-Body Mindfulness Group","Psychologist, PhD","anxiety","This virtual group uses education, mindfulness, and meditation practices to aid women in better understanding the relationship between their minds and bodies. Specifically the group teaches participants how to better manage stress and incorporate greater self-care and compassion into their daily routines in order to achieve enhanced health and well-being. Sessions take place online via Zoom.","Oakland","94612","no","CA","https://www.psychologytoday.com/us/groups/womens-mind-body-mindfulness-group-oakland-ca/116736","group"
"Jessica Engle","Marriage & Family Therapist, LMFT, RDT","anxiety","; connect with like-minded peers and practice new skills in a safe environment; gain the self-esteem and courage needed to build deep, satisfying relationships; and find companionship with the support of a highly-trained, compassionate social","Oakland","94612","no","CA","https://www.psychologytoday.com/us/groups/jessica-engle-oakland-ca/213047","group"
"The Dream Lab","Clinical Social Work/Therapist, LCSW","anxiety","A weekly group combining expressive arts, improvisation, and guided exercises to help you clarify your dreams, envision the life you want, and take playful, intentional steps toward making it real! Contact me for registration link!","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/the-dream-lab-oakland-ca/282516","group"
"Childhood Trauma Processing Group","Clinical Social Work/Therapist, LCSW, EMDR, IFS","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-oakland-ca/266280","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Marriage & Family Therapist, LMFT","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-oakland-ca/266794","group"
"IFS Women's Group: Grief, Trauma & Relationships","Pre-Licensed Professional, ASW, IFS","anxiety","This group is a six-week therapy group for women, blending the Internal Family Systems (IFS) model and mindfulness. This group is tailored for those navigating grief, trauma, relationship shifts, and career challenges along with a safe space for exploration. I offer guided exercises, discussions, & compassionate support to empower you to deepen your self-awareness and resilience.  Each session delves into parts recognition, self-compassion, healing exiled parts, and integrating the inner self. J","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/ifs-womens-group-grief-trauma-relationships-oakland-ca/241372","group"
"Ecotherapy Group (Currently Not Occuring)","Marriage & Family Therapist, LMFT","anxiety","This ongoing group is a wonderful opportunity for anyone interested in taking their process outdoors-into the beautiful oak, bay, and redwood forests of the Oakland hills.  This group is for those who would like a respite from the bustle and hustle of the city, in need of time and space to slow down and reconnect with your self, strengthen your mindfulness practice, and process the challenges in your life with the guidance of nature and a licensed ecotherapist.","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/ecotherapy-group-currently-not-occuring-oakland-ca/153270","group"
"Childhood Trauma Processing Group","Marriage & Family Therapist Associate, AMFT, DBT, CBT","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-oakland-ca/293038","group"
"Childhood Trauma Processing Group","Associate Clinical Social Worker, IFS, DBT, EMDR","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-oakland-ca/270893","group"
"Between Us","Marriage & Family Therapist, MA","anxiety","This group offers a holistic, trauma-informed therapeutic approach. Honest dialogue is used to help members develop more agency in their lives and build relationship skills. The group aims to help members discover strengths, uncover and realign belief systems, improve their ability to relate and interact with others, receive feedback, and identify how societal/cultural themes influence their identities and lives. Members are invited to both share and learn about each other's lived experiences ou","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/between-us-oakland-ca/199356","group"
"Dialectical Behavioral Therapy (DBT) Skills Group","Licensed Professional Clinical Counselor, LPCC","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavioral-therapy-dbt-skills-group-oakland-ca/228015","group"
"Taking Charge of Anxiety","Psychologist, PsyD","anxiety",".  This group draws partially from the Coping Cat curriculum, teaching skills that children can use with the help of a parent or on their own in order to manage their","Oakland","94610","no","CA","https://www.psychologytoday.com/us/groups/taking-charge-of-anxiety-oakland-ca/198048","group"
"Addiction Support Group | Harm Reduction & Trauma","Pre-Licensed Professional, ASW, IFS","anxiety",", depression, impulse control, relationships, and more. We focus on coping skills, healthy relationships, and relapse prevention, integrating IFS, CBT, mindfulness, trauma informed care, and attachment theory. Reclaim control, build community, and explore new possibilities with us. Book a free consultation today for personalized support on your journey to recovery.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/addiction-support-group-harm-reduction-trauma-oakland-ca/242418","group"
"Online Teens Group (13-18) Insurance accepted","Marriage & Family Therapist, PsyD, LMFT, IO, Psych, CGE","anxiety","Adolescence is a tough period in a child's life as it's marked by persistent sadness, discouragement, loss of self-worth, and interest in usual activities. Depression can be a transient response to many situations and stresses. In adolescence, depressed mood is common element of the normal maturation process, the stress associated with it, the influence of hormones, and independence conflicts with parents. This is an active, funny, lively, supportive and well established group, with all teens at","Oakland","94618","no","CA","https://www.psychologytoday.com/us/groups/online-teens-group-13-18-insurance-accepted-oakland-ca/135639","group"
"Mixed Genders Process Group In Person","Clinical Social Work/Therapist, LCSW","anxiety","Are you craving connection and feedback?  Would you like to have a supportive place to take risks in relating in new ways? Groups function as a microcosm of the real world, and help us explore our patterns, receive valuable feedback, and locate our authentic self in a supportive environment. Hearing from others who have dealt with similar issues can help us understand our own predicaments; and having an opportunity to tell our own stories can empower us to find our voice. These groups are divers","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/mixed-genders-process-group-in-person-oakland-ca/116640","group"
"6-Week Women’s Anxiety Skill Group (Afternoon)","Clinical Social Work/Therapist, LCSW","anxiety","Skill Group  Starts October 5, 2026. This group is live via Zoom.  Are you constantly trapped in ""what-if"" loops or carrying physical stress? Join a supportive, non judgmental and structured group for women (Ages 25+) to learn evidence-based CBT, DBT, and somatic grounding tools to quiet","Oakland","94612","no","CA","https://www.psychologytoday.com/us/groups/6-week-womens-anxiety-skill-group-afternoon-oakland-ca/292572","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Marriage & Family Therapist, LMFT","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Oakland","94609","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-oakland-ca/287293","group"
"Finding Secure Attachment: Process Group FALL 2026","Marriage & Family Therapist, LMFT, MA","anxiety","If you are single, anxiously dating, grieving, partnered or feeling hopeless, this is a virtual weekly process group for adults of all genders ready to explore how they show up in relationships. This group is meant to help you move from insecure to more secure attachment. You understand your attachment style, but when you’re in close relationships, old patterns still take over. *This is NOT a skills group.* This is a relational process group; you'll become aware of assumptions and reactions, pra","Oakland","94606","no","CA","https://www.psychologytoday.com/us/groups/finding-secure-attachment-process-group-fall-2026-oakland-ca/276360","group"
"Ground + Restore:  Somatic Release and Reset","Marriage & Family Therapist, MA, LMFT","anxiety","This class provides a supportive environment to turn inward and reconnect with your body.  Each session includes guided somatic movements; targeted stretches designed to relax or awaken different physical and emotional systems, along with space to reflect or share your experience with others, if you choose.  Rooted integrative somatic practices, and the Psychomotor approach of Dr. Niek Brouw (the Netherlands), this group supports deeper embodied awareness, tension release and emotional balance. ","Oakland","94611","no","CA","https://www.psychologytoday.com/us/groups/ground-restore-somatic-release-and-reset-oakland-ca/275079","group"
